mydate,count
23/10/13,1414
24/10/13,1363
25/10/13,1474
26/10/13,1370
27/10/13,1233
28/10/13,1346
29/10/13,1341
30/10/13,1495
31/10/13,1562
01/11/13,1818
02/11/13,1499
03/11/13,1210
04/11/13,1185
05/11/13,1249
06/11/13,1356
07/11/13,1376
08/11/13,1506
09/11/13,1431
10/11/13,1309
11/11/13,1161
12/11/13,1284
13/11/13,1389
14/11/13,1482
15/11/13,1612
16/11/13,1500
17/11/13,1304
18/11/13,1393
19/11/13,1283
20/11/13,1391
21/11/13,1348
22/11/13,1567
23/11/13,1449
24/11/13,1065
25/11/13,1249
26/11/13,1230
27/11/13,1272
28/11/13,976
29/11/13,1300
30/11/13,1301
01/12/13,1432
02/12/13,1305
03/12/13,1314
04/12/13,1431
05/12/13,1450
06/12/13,1412
07/12/13,1401
08/12/13,1169
09/12/13,1222
10/12/13,1296
11/12/13,1288
12/12/13,1220
13/12/13,1412
14/12/13,1180
15/12/13,1093
16/12/13,1154
17/12/13,1181
18/12/13,1295
19/12/13,1350
20/12/13,1510
21/12/13,1433
22/12/13,1316
23/12/13,1240
24/12/13,1212
25/12/13,872
26/12/13,1186
27/12/13,1333
28/12/13,1356
29/12/13,1121
30/12/13,1156
31/12/13,1110
01/01/14,2211
02/01/14,1099
03/01/14,971
04/01/14,1050
05/01/14,1015
06/01/14,1150
07/01/14,1058
08/01/14,1257
09/01/14,1329
10/01/14,1500
11/01/14,1350
12/01/14,1248
13/01/14,1321
14/01/14,1372
15/01/14,1563
16/01/14,1437
17/01/14,1528
18/01/14,1398
19/01/14,1180
20/01/14,1183
21/01/14,990
22/01/14,983
23/01/14,1080
24/01/14,1308
25/01/14,1284
26/01/14,1096
27/01/14,1113
28/01/14,1213
29/01/14,1179
30/01/14,1270
31/01/14,1398
01/02/14,1631
02/02/14,1275
03/02/14,1090
04/02/14,1173
05/02/14,1126
06/02/14,1246
07/02/14,1412
08/02/14,1291
09/02/14,1136
10/02/14,1110
11/02/14,1195
12/02/14,1275
13/02/14,878
14/02/14,1248
15/02/14,1275
16/02/14,1031
17/02/14,1073
18/02/14,1200
19/02/14,1180
20/02/14,1318
21/02/14,1389
22/02/14,1510
23/02/14,1185
24/02/14,1174
25/02/14,1273
26/02/14,1193
27/02/14,1210
28/02/14,1379
01/03/14,1654
02/03/14,1171
03/03/14,1088
04/03/14,1220
05/03/14,1371
06/03/14,1261
07/03/14,1471
08/03/14,1456
09/03/14,1142
10/03/14,1252
11/03/14,1307
12/03/14,1391
13/03/14,1250
14/03/14,1451
15/03/14,1624
16/03/14,1216
17/03/14,1162
18/03/14,1335
19/03/14,1269
20/03/14,1482
21/03/14,1433
22/03/14,1507
23/03/14,1134
24/03/14,1209
25/03/14,1284
26/03/14,1280
27/03/14,1291
28/03/14,1458
29/03/14,1176
30/03/14,1083
31/03/14,1150
01/04/14,1678
02/04/14,1402
03/04/14,1364
04/04/14,1442
05/04/14,1395
06/04/14,1170
07/04/14,1161
08/04/14,1343
09/04/14,1413
10/04/14,1347
11/04/14,1422
12/04/14,1443
13/04/14,1279
14/04/14,1203
15/04/14,1264
16/04/14,1302
17/04/14,1239
18/04/14,1436
19/04/14,1316
20/04/14,1148
21/04/14,1204
22/04/14,1359
23/04/14,1448
24/04/14,1305
25/04/14,1474
26/04/14,1353
27/04/14,1250
28/04/14,1240
29/04/14,1238
30/04/14,1049
01/05/14,1692
02/05/14,1577
03/05/14,1452
04/05/14,1302
05/05/14,1336
06/05/14,1467
07/05/14,1478
08/05/14,1322
09/05/14,1505
10/05/14,1473
11/05/14,1277
12/05/14,1378
13/05/14,1389
14/05/14,1503
15/05/14,1496
16/05/14,1549
17/05/14,1439
18/05/14,1290
19/05/14,1358
20/05/14,1480
21/05/14,1534
22/05/14,1385
23/05/14,1490
24/05/14,1346
25/05/14,1285
26/05/14,1287
27/05/14,1441
28/05/14,1509
29/05/14,1421
30/05/14,1536
31/05/14,1402
01/06/14,1600
02/06/14,1423
03/06/14,1381
04/06/14,1476
05/06/14,1333
06/06/14,1533
07/06/14,1345
08/06/14,1295
09/06/14,1303
10/06/14,1479
11/06/14,1511
12/06/14,1523
13/06/14,1424
14/06/14,1564
15/06/14,1380
16/06/14,1447
17/06/14,1426
18/06/14,1499
19/06/14,1414
20/06/14,1588
21/06/14,1494
22/06/14,1346
23/06/14,1283
24/06/14,1398
25/06/14,1494
26/06/14,1415
27/06/14,1491
28/06/14,1434
29/06/14,1275
30/06/14,1308
01/07/14,1720
02/07/14,1425
03/07/14,1482
04/07/14,1439
05/07/14,1548
06/07/14,1354
07/07/14,1405
08/07/14,1436
09/07/14,1431
10/07/14,1551
11/07/14,1428
12/07/14,1453
13/07/14,1350
14/07/14,1388
15/07/14,1372
16/07/14,1449
17/07/14,1372
18/07/14,1436
19/07/14,1543
20/07/14,1462
21/07/14,1368
22/07/14,1424
23/07/14,1425
24/07/14,1456
25/07/14,1525
26/07/14,1470
27/07/14,1424
28/07/14,1402
29/07/14,1437
30/07/14,1429
31/07/14,1483
01/08/14,1811
02/08/14,1443
03/08/14,1364
04/08/14,1404
05/08/14,1434
06/08/14,1419
07/08/14,1418
08/08/14,1535
09/08/14,1478
10/08/14,1474
11/08/14,1394
12/08/14,1385
13/08/14,1385
14/08/14,1555
15/08/14,1567
16/08/14,1503
17/08/14,1413
18/08/14,1309
19/08/14,1424
20/08/14,1507
21/08/14,1450
22/08/14,1369
23/08/14,1489
24/08/14,1381
25/08/14,1310
26/08/14,1408
27/08/14,1438
28/08/14,1489
29/08/14,1488
30/08/14,1497
31/08/14,1284
01/09/14,1656
02/09/14,1475
03/09/14,1467
04/09/14,1453
05/09/14,1575
06/09/14,1472
07/09/14,1347
08/09/14,1334
09/09/14,1334
10/09/14,1445
11/09/14,1471
12/09/14,1507
13/09/14,1346
14/09/14,1312
15/09/14,1410
16/09/14,1401
17/09/14,1458
18/09/14,1489
19/09/14,1565
20/09/14,1633
21/09/14,1285
22/09/14,1341
23/09/14,1347
24/09/14,1451
25/09/14,1232
26/09/14,1424
27/09/14,1463
28/09/14,1354
29/09/14,1363
30/09/14,1352
01/10/14,1690
02/10/14,1428
03/10/14,1470
04/10/14,1421
05/10/14,1307
06/10/14,1325
07/10/14,1393
08/10/14,1432
09/10/14,1463
10/10/14,1509
11/10/14,1313
12/10/14,1306
13/10/14,1189
14/10/14,1558
15/10/14,1565
16/10/14,1414
17/10/14,1674
18/10/14,1575
19/10/14,1283
20/10/14,1377
21/10/14,1379
22/10/14,1289
23/10/14,1226
24/10/14,1545
25/10/14,1549
26/10/14,1314
27/10/14,1339
28/10/14,1425
29/10/14,1359
30/10/14,1336
31/10/14,1515
01/11/14,1464
02/11/14,1158
03/11/14,1259
04/11/14,1336
05/11/14,1392
06/11/14,1248
07/11/14,1441
08/11/14,1400
09/11/14,1230
10/11/14,1342
11/11/14,1311
12/11/14,1379
13/11/14,1236
14/11/14,1309
15/11/14,1283
16/11/14,1174
17/11/14,1081
18/11/14,1203
19/11/14,1177
20/11/14,1325
21/11/14,1376
22/11/14,1335
23/11/14,1197
24/11/14,1293
25/11/14,1243
26/11/14,1138
27/11/14,821
28/11/14,1288
29/11/14,1154
30/11/14,1211
01/12/14,1394
02/12/14,1201
03/12/14,1183
04/12/14,1140
05/12/14,1239
06/12/14,1171
07/12/14,1055
08/12/14,1053
09/12/14,1051
10/12/14,1185
11/12/14,1261
12/12/14,1357
13/12/14,1312
14/12/14,1187
15/12/14,1213
16/12/14,1198
17/12/14,1315
18/12/14,1253
19/12/14,1287
20/12/14,1223
21/12/14,991
22/12/14,1032
23/12/14,1090
24/12/14,949
25/12/14,842
26/12/14,974
27/12/14,1005
28/12/14,929
29/12/14,962
30/12/14,983
31/12/14,926
01/01/15,1771
02/01/15,1029
03/01/15,1000
04/01/15,877
05/01/15,1043
06/01/15,945
07/01/15,958
08/01/15,993
09/01/15,1124
10/01/15,1057
11/01/15,1011
12/01/15,1050
13/01/15,1201
14/01/15,1213
15/01/15,1341
16/01/15,1299
17/01/15,1269
18/01/15,973
19/01/15,1086
20/01/15,1253
21/01/15,1209
22/01/15,1261
23/01/15,1335
24/01/15,1076
25/01/15,1100
26/01/15,919
27/01/15,803
28/01/15,1057
29/01/15,1050
30/01/15,1137
31/01/15,1037
01/02/15,1294
02/02/15,880
03/02/15,948
04/02/15,1202
05/02/15,1125
06/02/15,1209
07/02/15,1160
08/02/15,1023
09/02/15,985
10/02/15,1133
11/02/15,1172
12/02/15,1179
13/02/15,1149
14/02/15,1196
15/02/15,1060
16/02/15,959
17/02/15,1033
18/02/15,1193
19/02/15,1029
20/02/15,1146
21/02/15,1117
22/02/15,989
23/02/15,982
24/02/15,1016
25/02/15,1193
26/02/15,1168
27/02/15,1248
28/02/15,1166
01/03/15,1311
02/03/15,1114
03/03/15,1121
04/03/15,1174
05/03/15,1058
06/03/15,1216
07/03/15,1229
08/03/15,1089
09/03/15,1293
10/03/15,1298
11/03/15,1273
12/03/15,1274
13/03/15,1330
14/03/15,1271
15/03/15,1286
16/03/15,1203
17/03/15,1309
18/03/15,1279
19/03/15,1220
20/03/15,1194
21/03/15,1253
22/03/15,1127
23/03/15,1138
24/03/15,1166
25/03/15,1248
26/03/15,1206
27/03/15,1310
28/03/15,1218
29/03/15,1122
30/03/15,1165
31/03/15,1171
01/04/15,1791
02/04/15,1390
03/04/15,1362
04/04/15,1317
05/04/15,1012
06/04/15,1194
07/04/15,1193
08/04/15,1247
09/04/15,1191
10/04/15,1297
11/04/15,1225
12/04/15,1211
13/04/15,1223
14/04/15,1361
15/04/15,1449
16/04/15,1344
17/04/15,1407
18/04/15,1464
19/04/15,1220
20/04/15,1151
21/04/15,1326
22/04/15,1359
23/04/15,1259
24/04/15,1372
25/04/15,1320
26/04/15,1257
27/04/15,1242
28/04/15,1281
29/04/15,1360
30/04/15,1372
01/05/15,1817
02/05/15,1178
03/05/15,1269
04/05/15,1212
05/05/15,1390
06/05/15,1342
07/05/15,1360
08/05/15,1371
09/05/15,1329
10/05/15,1320
11/05/15,1300
12/05/15,1407
13/05/15,1462
14/05/15,1379
15/05/15,1614
16/05/15,1331
17/05/15,1283
18/05/15,1367
19/05/15,1305
20/05/15,1472
21/05/15,1318
22/05/15,1512
23/05/15,1338
24/05/15,1252
25/05/15,1241
26/05/15,1395
27/05/15,1372
28/05/15,1370
29/05/15,1447
30/05/15,1492
31/05/15,1203
01/06/15,1466
02/06/15,1239
03/06/15,1318
04/06/15,1311
05/06/15,1449
06/06/15,1381
07/06/15,1246
08/06/15,1313
09/06/15,1347
10/06/15,1428
11/06/15,1389
12/06/15,1495
13/06/15,1356
14/06/15,1312
15/06/15,1358
16/06/15,1406
17/06/15,1408
18/06/15,1419
19/06/15,1486
20/06/15,1394
21/06/15,1316
22/06/15,1433
23/06/15,1363
24/06/15,1376
25/06/15,1529
26/06/15,1463
27/06/15,1334
28/06/15,1185
29/06/15,1243
30/06/15,1339
01/07/15,1698
02/07/15,1385
03/07/15,1519
04/07/15,1355
05/07/15,1367
06/07/15,1311
07/07/15,1439
08/07/15,1382
09/07/15,1353
10/07/15,1369
11/07/15,1435
12/07/15,1384
13/07/15,1331
14/07/15,1283
15/07/15,1539
16/07/15,1430
17/07/15,1431
18/07/15,1398
19/07/15,1247
20/07/15,1406
21/07/15,1425
22/07/15,1487
23/07/15,1522
24/07/15,1494
25/07/15,1527
26/07/15,1428
27/07/15,1316
28/07/15,1344
29/07/15,1479
30/07/15,1379
31/07/15,1471
01/08/15,1658
02/08/15,1364
03/08/15,1397
04/08/15,1453
05/08/15,1545
06/08/15,1448
07/08/15,1519
08/08/15,1449
09/08/15,1323
10/08/15,1358
11/08/15,1277
12/08/15,1505
13/08/15,1509
14/08/15,1563
15/08/15,1515
16/08/15,1353
17/08/15,1308
18/08/15,1403
19/08/15,1480
20/08/15,1517
21/08/15,1497
22/08/15,1474
23/08/15,1347
24/08/15,1365
25/08/15,1408
26/08/15,1435
27/08/15,1359
28/08/15,1492
29/08/15,1430
30/08/15,1313
31/08/15,1258
01/09/15,1626
02/09/15,1412
03/09/15,1421
04/09/15,1509
05/09/15,1446
06/09/15,1324
07/09/15,1225
08/09/15,1290
09/09/15,1439
10/09/15,1277
11/09/15,1483
12/09/15,1429
13/09/15,1238
14/09/15,1257
15/09/15,1409
16/09/15,1377
17/09/15,1372
18/09/15,1564
19/09/15,1501
20/09/15,1358
21/09/15,1280
22/09/15,1471
23/09/15,1369
24/09/15,1220
25/09/15,1335
26/09/15,1305
27/09/15,1227
28/09/15,1279
29/09/15,1280
30/09/15,1343
01/10/15,1452
02/10/15,1171
03/10/15,1170
04/10/15,1302
05/10/15,1330
06/10/15,1401
07/10/15,1327
08/10/15,1342
09/10/15,1455
10/10/15,1321
11/10/15,1310
12/10/15,1189
13/10/15,1337
14/10/15,1365
15/10/15,1459
16/10/15,1484
17/10/15,1229
18/10/15,1103
19/10/15,1184
20/10/15,1369
21/10/15,1393
22/10/15,1384
23/10/15,1363
24/10/15,1268
25/10/15,1233
26/10/15,1184
27/10/15,1205
28/10/15,1084
29/10/15,1331
30/10/15,1386
31/10/15,1452
01/11/15,1463
02/11/15,1170
03/11/15,1241
04/11/15,1410
05/11/15,1332
06/11/15,1392
07/11/15,1357
08/11/15,1123
09/11/15,1213
10/11/15,1224
11/11/15,1241
12/11/15,1323
13/11/15,1362
14/11/15,1186
15/11/15,1198
16/11/15,1220
17/11/15,1287
18/11/15,1263
19/11/15,1246
20/11/15,1412
21/11/15,1287
22/11/15,1167
23/11/15,1111
24/11/15,1208
25/11/15,1267
26/11/15,920
27/11/15,1244
28/11/15,1221
29/11/15,1071
30/11/15,1099
01/12/15,1203
02/12/15,1247
03/12/15,1190
04/12/15,1356
05/12/15,1304
06/12/15,1143
07/12/15,1155
08/12/15,1189
09/12/15,1183
10/12/15,1291
11/12/15,1457
12/12/15,1412
13/12/15,1209
14/12/15,1176
15/12/15,1234
16/12/15,1169
17/12/15,1137
18/12/15,1274
19/12/15,1181
20/12/15,1071
21/12/15,1071
22/12/15,1179
23/12/15,1069
24/12/15,1047
25/12/15,882
26/12/15,1059
27/12/15,1022
28/12/15,1016
29/12/15,982
30/12/15,968
31/12/15,693
